,Fluorita,Mixed,Perovskita,Pirocloro,RockSalt,Spinel
Fluorita,0.96,0.0,0.0,0.04,0.0,0.0
Mixed,0.2727272727272727,0.0,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.18181818181818182
Perovskita,0.09523809523809523,0.047619047619047616,0.8095238095238095,0.047619047619047616,0.0,0.0
Pirocloro,0.375,0.0,0.125,0.5,0.0,0.0
RockSalt,0.0,0.02631578947368421,0.0,0.0,0.9473684210526315,0.02631578947368421
Spinel,0.0,0.0,0.0,0.0,0.15384615384615385,0.8461538461538461
