trial	mean_acc	n_ok_folds	n_fail_folds	params_json
437	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 8, "model__random_type": "normal", "model__treinador": "no_re"}
438	0.5818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 8, "model__random_type": "uniform", "model__treinador": "no_re"}
439	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 9, "model__random_type": "normal", "model__treinador": "no_re"}
440	0.5818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 9, "model__random_type": "uniform", "model__treinador": "no_re"}
441	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 10, "model__random_type": "normal", "model__treinador": "no_re"}
442	0.5818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 10, "model__random_type": "uniform", "model__treinador": "no_re"}
443	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 13, "model__random_type": "normal", "model__treinador": "no_re"}
444	0.5818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 13, "model__random_type": "uniform", "model__treinador": "no_re"}
445	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 17, "model__random_type": "normal", "model__treinador": "no_re"}
446	0.5818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 17, "model__random_type": "uniform", "model__treinador": "no_re"}
447	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 25, "model__random_type": "normal", "model__treinador": "no_re"}
448	0.5818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sigmoid", "model__C": 25, "model__random_type": "uniform", "model__treinador": "no_re"}
449	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 0, "model__random_type": "normal", "model__treinador": "no_re"}
450	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 0, "model__random_type": "uniform", "model__treinador": "no_re"}
451	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 1, "model__random_type": "normal", "model__treinador": "no_re"}
452	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 1, "model__random_type": "uniform", "model__treinador": "no_re"}
453	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 2, "model__random_type": "normal", "model__treinador": "no_re"}
454	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 2, "model__random_type": "uniform", "model__treinador": "no_re"}
455	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 3, "model__random_type": "normal", "model__treinador": "no_re"}
456	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 3, "model__random_type": "uniform", "model__treinador": "no_re"}
457	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 4, "model__random_type": "normal", "model__treinador": "no_re"}
458	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 4, "model__random_type": "uniform", "model__treinador": "no_re"}
459	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 5, "model__random_type": "normal", "model__treinador": "no_re"}
460	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 5, "model__random_type": "uniform", "model__treinador": "no_re"}
461	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 6, "model__random_type": "normal", "model__treinador": "no_re"}
462	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 6, "model__random_type": "uniform", "model__treinador": "no_re"}
463	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 7, "model__random_type": "normal", "model__treinador": "no_re"}
464	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 7, "model__random_type": "uniform", "model__treinador": "no_re"}
465	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 8, "model__random_type": "normal", "model__treinador": "no_re"}
466	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 8, "model__random_type": "uniform", "model__treinador": "no_re"}
467	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 9, "model__random_type": "normal", "model__treinador": "no_re"}
468	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 9, "model__random_type": "uniform", "model__treinador": "no_re"}
469	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 10, "model__random_type": "normal", "model__treinador": "no_re"}
470	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 10, "model__random_type": "uniform", "model__treinador": "no_re"}
471	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 13, "model__random_type": "normal", "model__treinador": "no_re"}
472	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 13, "model__random_type": "uniform", "model__treinador": "no_re"}
473	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 17, "model__random_type": "normal", "model__treinador": "no_re"}
474	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 17, "model__random_type": "uniform", "model__treinador": "no_re"}
475	0.5909090909090908	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 25, "model__random_type": "normal", "model__treinador": "no_re"}
476	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "relu", "model__C": 25, "model__random_type": "uniform", "model__treinador": "no_re"}
477	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 0, "model__random_type": "normal", "model__treinador": "no_re"}
478	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 0, "model__random_type": "uniform", "model__treinador": "no_re"}
479	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 1, "model__random_type": "normal", "model__treinador": "no_re"}
480	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 1, "model__random_type": "uniform", "model__treinador": "no_re"}
481	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 2, "model__random_type": "normal", "model__treinador": "no_re"}
482	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 2, "model__random_type": "uniform", "model__treinador": "no_re"}
483	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 3, "model__random_type": "normal", "model__treinador": "no_re"}
484	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 3, "model__random_type": "uniform", "model__treinador": "no_re"}
485	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 4, "model__random_type": "normal", "model__treinador": "no_re"}
486	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 4, "model__random_type": "uniform", "model__treinador": "no_re"}
487	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 5, "model__random_type": "normal", "model__treinador": "no_re"}
488	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 5, "model__random_type": "uniform", "model__treinador": "no_re"}
489	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 6, "model__random_type": "normal", "model__treinador": "no_re"}
490	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 6, "model__random_type": "uniform", "model__treinador": "no_re"}
491	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 7, "model__random_type": "normal", "model__treinador": "no_re"}
492	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 7, "model__random_type": "uniform", "model__treinador": "no_re"}
493	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 8, "model__random_type": "normal", "model__treinador": "no_re"}
494	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 8, "model__random_type": "uniform", "model__treinador": "no_re"}
495	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 9, "model__random_type": "normal", "model__treinador": "no_re"}
496	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 9, "model__random_type": "uniform", "model__treinador": "no_re"}
497	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 10, "model__random_type": "normal", "model__treinador": "no_re"}
498	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 10, "model__random_type": "uniform", "model__treinador": "no_re"}
499	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 13, "model__random_type": "normal", "model__treinador": "no_re"}
500	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 13, "model__random_type": "uniform", "model__treinador": "no_re"}
501	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 17, "model__random_type": "normal", "model__treinador": "no_re"}
502	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 17, "model__random_type": "uniform", "model__treinador": "no_re"}
503	0.4727272727272728	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 25, "model__random_type": "normal", "model__treinador": "no_re"}
504	0.4818181818181818	5	0	{"model__hidden_units": 12, "model__activation_function": "sin", "model__C": 25, "model__random_type": "uniform", "model__treinador": "no_re"}
505	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 0, "model__random_type": "normal", "model__treinador": "no_re"}
506	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 0, "model__random_type": "uniform", "model__treinador": "no_re"}
507	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 1, "model__random_type": "normal", "model__treinador": "no_re"}
508	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 1, "model__random_type": "uniform", "model__treinador": "no_re"}
509	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 2, "model__random_type": "normal", "model__treinador": "no_re"}
510	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 2, "model__random_type": "uniform", "model__treinador": "no_re"}
511	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 3, "model__random_type": "normal", "model__treinador": "no_re"}
512	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 3, "model__random_type": "uniform", "model__treinador": "no_re"}
513	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 4, "model__random_type": "normal", "model__treinador": "no_re"}
514	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 4, "model__random_type": "uniform", "model__treinador": "no_re"}
515	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 5, "model__random_type": "normal", "model__treinador": "no_re"}
516	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 5, "model__random_type": "uniform", "model__treinador": "no_re"}
517	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 6, "model__random_type": "normal", "model__treinador": "no_re"}
518	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 6, "model__random_type": "uniform", "model__treinador": "no_re"}
519	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 7, "model__random_type": "normal", "model__treinador": "no_re"}
520	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 7, "model__random_type": "uniform", "model__treinador": "no_re"}
521	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 8, "model__random_type": "normal", "model__treinador": "no_re"}
522	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 8, "model__random_type": "uniform", "model__treinador": "no_re"}
523	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 9, "model__random_type": "normal", "model__treinador": "no_re"}
524	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 9, "model__random_type": "uniform", "model__treinador": "no_re"}
525	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 10, "model__random_type": "normal", "model__treinador": "no_re"}
526	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 10, "model__random_type": "uniform", "model__treinador": "no_re"}
527	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 13, "model__random_type": "normal", "model__treinador": "no_re"}
528	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 13, "model__random_type": "uniform", "model__treinador": "no_re"}
529	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 17, "model__random_type": "normal", "model__treinador": "no_re"}
530	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 17, "model__random_type": "uniform", "model__treinador": "no_re"}
531	0.6363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 25, "model__random_type": "normal", "model__treinador": "no_re"}
532	0.5363636363636364	5	0	{"model__hidden_units": 12, "model__activation_function": "tanh", "model__C": 25, "model__random_type": "uniform", "model__treinador": "no_re"}
533	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 0, "model__random_type": "normal", "model__treinador": "no_re"}
534	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 0, "model__random_type": "uniform", "model__treinador": "no_re"}
535	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 1, "model__random_type": "normal", "model__treinador": "no_re"}
536	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 1, "model__random_type": "uniform", "model__treinador": "no_re"}
537	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 2, "model__random_type": "normal", "model__treinador": "no_re"}
538	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 2, "model__random_type": "uniform", "model__treinador": "no_re"}
539	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 3, "model__random_type": "normal", "model__treinador": "no_re"}
540	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 3, "model__random_type": "uniform", "model__treinador": "no_re"}
541	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 4, "model__random_type": "normal", "model__treinador": "no_re"}
542	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 4, "model__random_type": "uniform", "model__treinador": "no_re"}
543	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 5, "model__random_type": "normal", "model__treinador": "no_re"}
544	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 5, "model__random_type": "uniform", "model__treinador": "no_re"}
545	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 6, "model__random_type": "normal", "model__treinador": "no_re"}
546	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 6, "model__random_type": "uniform", "model__treinador": "no_re"}
547	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 7, "model__random_type": "normal", "model__treinador": "no_re"}
548	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 7, "model__random_type": "uniform", "model__treinador": "no_re"}
549	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 8, "model__random_type": "normal", "model__treinador": "no_re"}
550	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 8, "model__random_type": "uniform", "model__treinador": "no_re"}
551	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 9, "model__random_type": "normal", "model__treinador": "no_re"}
552	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 9, "model__random_type": "uniform", "model__treinador": "no_re"}
553	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 10, "model__random_type": "normal", "model__treinador": "no_re"}
554	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 10, "model__random_type": "uniform", "model__treinador": "no_re"}
555	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 13, "model__random_type": "normal", "model__treinador": "no_re"}
556	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 13, "model__random_type": "uniform", "model__treinador": "no_re"}
557	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 17, "model__random_type": "normal", "model__treinador": "no_re"}
558	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 17, "model__random_type": "uniform", "model__treinador": "no_re"}
559	0.5909090909090909	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 25, "model__random_type": "normal", "model__treinador": "no_re"}
560	0.6545454545454545	5	0	{"model__hidden_units": 12, "model__activation_function": "leaky_relu", "model__C": 25, "model__random_type": "uniform", "model__treinador": "no_re"}
561	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 0, "model__random_type": "normal", "model__treinador": "no_re"}
562	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 0, "model__random_type": "uniform", "model__treinador": "no_re"}
563	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 1, "model__random_type": "normal", "model__treinador": "no_re"}
564	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 1, "model__random_type": "uniform", "model__treinador": "no_re"}
565	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 2, "model__random_type": "normal", "model__treinador": "no_re"}
566	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 2, "model__random_type": "uniform", "model__treinador": "no_re"}
567	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 3, "model__random_type": "normal", "model__treinador": "no_re"}
568	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 3, "model__random_type": "uniform", "model__treinador": "no_re"}
569	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 4, "model__random_type": "normal", "model__treinador": "no_re"}
570	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 4, "model__random_type": "uniform", "model__treinador": "no_re"}
571	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 5, "model__random_type": "normal", "model__treinador": "no_re"}
572	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 5, "model__random_type": "uniform", "model__treinador": "no_re"}
573	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 6, "model__random_type": "normal", "model__treinador": "no_re"}
574	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 6, "model__random_type": "uniform", "model__treinador": "no_re"}
575	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 7, "model__random_type": "normal", "model__treinador": "no_re"}
576	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 7, "model__random_type": "uniform", "model__treinador": "no_re"}
577	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 8, "model__random_type": "normal", "model__treinador": "no_re"}
578	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 8, "model__random_type": "uniform", "model__treinador": "no_re"}
579	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 9, "model__random_type": "normal", "model__treinador": "no_re"}
580	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 9, "model__random_type": "uniform", "model__treinador": "no_re"}
581	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 10, "model__random_type": "normal", "model__treinador": "no_re"}
582	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 10, "model__random_type": "uniform", "model__treinador": "no_re"}
583	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 13, "model__random_type": "normal", "model__treinador": "no_re"}
584	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 13, "model__random_type": "uniform", "model__treinador": "no_re"}
585	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 17, "model__random_type": "normal", "model__treinador": "no_re"}
586	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 17, "model__random_type": "uniform", "model__treinador": "no_re"}
587	0.6636363636363636	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 25, "model__random_type": "normal", "model__treinador": "no_re"}
588	0.6545454545454545	5	0	{"model__hidden_units": 15, "model__activation_function": "sigmoid", "model__C": 25, "model__random_type": "uniform", "model__treinador": "no_re"}
589	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 0, "model__random_type": "normal", "model__treinador": "no_re"}
590	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 0, "model__random_type": "uniform", "model__treinador": "no_re"}
591	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 1, "model__random_type": "normal", "model__treinador": "no_re"}
592	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 1, "model__random_type": "uniform", "model__treinador": "no_re"}
593	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 2, "model__random_type": "normal", "model__treinador": "no_re"}
594	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 2, "model__random_type": "uniform", "model__treinador": "no_re"}
595	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 3, "model__random_type": "normal", "model__treinador": "no_re"}
596	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 3, "model__random_type": "uniform", "model__treinador": "no_re"}
597	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 4, "model__random_type": "normal", "model__treinador": "no_re"}
598	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 4, "model__random_type": "uniform", "model__treinador": "no_re"}
599	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 5, "model__random_type": "normal", "model__treinador": "no_re"}
600	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 5, "model__random_type": "uniform", "model__treinador": "no_re"}
601	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 6, "model__random_type": "normal", "model__treinador": "no_re"}
602	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 6, "model__random_type": "uniform", "model__treinador": "no_re"}
603	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 7, "model__random_type": "normal", "model__treinador": "no_re"}
604	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 7, "model__random_type": "uniform", "model__treinador": "no_re"}
605	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 8, "model__random_type": "normal", "model__treinador": "no_re"}
606	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 8, "model__random_type": "uniform", "model__treinador": "no_re"}
607	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 9, "model__random_type": "normal", "model__treinador": "no_re"}
608	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 9, "model__random_type": "uniform", "model__treinador": "no_re"}
609	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 10, "model__random_type": "normal", "model__treinador": "no_re"}
610	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 10, "model__random_type": "uniform", "model__treinador": "no_re"}
611	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 13, "model__random_type": "normal", "model__treinador": "no_re"}
612	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 13, "model__random_type": "uniform", "model__treinador": "no_re"}
613	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 17, "model__random_type": "normal", "model__treinador": "no_re"}
614	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 17, "model__random_type": "uniform", "model__treinador": "no_re"}
615	0.6272727272727273	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 25, "model__random_type": "normal", "model__treinador": "no_re"}
616	0.6727272727272726	5	0	{"model__hidden_units": 15, "model__activation_function": "relu", "model__C": 25, "model__random_type": "uniform", "model__treinador": "no_re"}
617	0.5	5	0	{"model__hidden_units": 15, "model__activation_function": "sin", "model__C": 0, "model__random_type": "normal", "model__treinador": "no_re"}
618	0.4636363636363637	5	0	{"model__hidden_units": 15, "model__activation_function": "sin", "model__C": 0, "model__random_type": "uniform", "model__treinador": "no_re"}
619	0.5	5	0	{"model__hidden_units": 15, "model__activation_function": "sin", "model__C": 1, "model__random_type": "normal", "model__treinador": "no_re"}
620	0.4636363636363637	5	0	{"model__hidden_units": 15, "model__activation_function": "sin", "model__C": 1, "model__random_type": "uniform", "model__treinador": "no_re"}
621	0.5	5	0	{"model__hidden_units": 15, "model__activation_function": "sin", "model__C": 2, "model__random_type": "normal", "model__treinador": "no_re"}
622	0.4636363636363637	5	0	{"model__hidden_units": 15, "model__activation_function": "sin", "model__C": 2, "model__random_type": "uniform", "model__treinador": "no_re"}
